Student ID,First Name,Last Name,Katz School Major,GPA,Graduation Semester,Country of Origin,Languages,Undergraduate Major,Age at Graduation,Years of Experience,Location,Job Decription,Course1,Course2,Course3,Course4,Course5,Course6,Course7,Course8,Course9,Course10,Course11,Course12
2850753819,Roy,Lucille,Data Analytics and Visualization,3.27,Fall-2022,Pakistan,Punjabi,Computer Science,29,7.0,"New York, NY",Entry Level Python Developer,Fall-2021: DAV 5000 Business Modeling and Data Analysis,Fall-2021: DAV 6000 Talent Analytics,Fall-2021: DAV 5100 Structured Data Management,Spring-2022: DAV 6200 Data Product Design,Spring-2022: DAV 6400 Internship,Spring-2022: DAV 5300 Computational Math and Statistics,Summer-2022: Bayesian Methods,Summer-2022: DAV 6450 Independent Study,Summer-2022: DAV 5200 Visual Design and Storytelling,Fall-2022: DAV 6500 Capstone,Fall-2022: MAN 5580 Project Management,Fall-2022: DAV 5400 Analytics Programming
9025162236,Glenn,John,Data Analytics and Visualization,3.19,Fall-2017,India,Hindi,Health Sciences,30,9.0,"New York, NY",Machine Learning Engineer,Fall-2016: Independent Study,Fall-2016: DAV 5300 Computational Math and Statistics,Fall-2016: DAV 5400 Analytics Programming,Spring-2017: DAV 5100 Structured Data Management,Spring-2017: Complex Systems: Financial Time Series Analysis,Spring-2017: MAN 5580 Project Management,Summer-2017: DAV 6500 Capstone,Summer-2017: DAV 6400 Internship,Summer-2017: DAV 5000 Business Modeling and Data Analysis,Fall-2017: DAV 5200 Visual Design and Storytelling,Fall-2017: DAV 6050 Data-Driven Organizations,Fall-2017: DAV 6000 Talent Analytics
5179511243,Sharp,Scott,Data Analytics and Visualization,3.77,Fall-2022,China,Mandarin,Mathematics,23,2.0,"New York, NY",UX Design Intern,Fall-2021: DAV 5100 Structured Data Management,Fall-2021: DAV 5400 Analytics Programming,Fall-2021: DAV 6500 Capstone,Spring-2022: DAV 6450 Independent Study,Spring-2022: MAN 5580 Project Management,Spring-2022: AI Product Studio,Summer-2022: Data Visualization,Summer-2022: DAV 5200 Visual Design and Storytelling,Summer-2022: Independent Study,Fall-2022: DAV 5000 Business Modeling and Data Analysis,Fall-2022: DAV 6050 Data-Driven Organizations,Fall-2022: DAV 5300 Computational Math and Statistics
5077897883,Allen,Todd,Data Analytics and Visualization,3.4,Fall-2017,China,Mandarin,Computer Science,28,6.5,"New York, NY",Database Administrator - Entry,Fall-2016: DAV 5400 Analytics Programming,Fall-2016: Internship,Fall-2016: DAV 6450 Independent Study,Spring-2017: DAV 5000 Business Modeling and Data Analysis,Spring-2017: DAV 5200 Visual Design and Storytelling,Spring-2017: MAN 5580 Project Management,Summer-2017: DAV 6400 Internship,Summer-2017: DAV 6500 Capstone,Summer-2017: Bayesian Methods,Fall-2017: DAV 5100 Structured Data Management,Fall-2017: DAV 5300 Computational Math and Statistics,Fall-2017: AI Product Studio
9108078304,Norman,Damon,Artificial Intelligence,4.0,Fall-2018,China,Mandarin,Computer Science,23,2.0,"New York, NY",Entry Business Systems Analyst,Fall-2017: Independent Study,Fall-2017: Data Acquisition and Management,Fall-2017: Computational Statistics and Probability,Spring-2018: Machine Learning,Spring-2018: Neural Networks and Deep Learning,Spring-2018: Internship,Summer-2018: AI Capstone: R&D Experience,Summer-2018: Artificial Intelligence,Summer-2018: DAV 6000 Talent Analytics,Fall-2018: DAV 6050 Data-Driven Organizations,Fall-2018: Predictive Models,Fall-2018: Numerical Methods
5907065444,Woodham,Tanya,Artificial Intelligence,2.43,Spring-2022,USA,English,Other,28,6.5,"Woodbridge, NJ",UX Design Intern,Spring-2021: Special Topics,Spring-2021: AI Capstone: R&D Experience,Spring-2021: Numerical Methods,Summer-2021: Natural Language Processing,Summer-2021: DAV 6100 Information Architectures,Summer-2021: Computational Statistics and Probability,Fall-2021: Predictive Models,Fall-2021: Neural Networks and Deep Learning,Fall-2021: Machine Learning,Spring-2022: Bayesian Methods,Spring-2022: Data Acquisition and Management,Spring-2022: Artificial Intelligence
5295748912,Hollman,Edith,Data Analytics and Visualization,3.89,Fall-2022,Other,A,Health Sciences,26,5.5,"New York, NY",Big Data Architect,Fall-2021: Internship,Fall-2021: DAV 5200 Visual Design and Storytelling,Fall-2021: Special Topics,Spring-2022: DAV 5400 Analytics Programming,Spring-2022: MAN 5580 Project Management,Spring-2022: DAV 5100 Structured Data Management,Summer-2022: DAV 6500 Capstone,Summer-2022: AI Product Studio,Summer-2022: DAV 5000 Business Modeling and Data Analysis,Fall-2022: Natural Language Processing,Fall-2022: DAV 5300 Computational Math and Statistics,Fall-2022: Advanced Data Engineering
1526963724,Espinoza,Ernesto,Artificial Intelligence,3.29,Spring-2021,China,Mandarin,Mathematics,27,6.5,"New York, NY",Data Architect I,Spring-2020: AI Capstone: R&D Experience,Spring-2020: Computational Statistics and Probability,Spring-2020: Numerical Methods,Summer-2020: Predictive Models,Summer-2020: Data Visualization,Summer-2020: Data Acquisition and Management,Fall-2020: Artificial Intelligence,Fall-2020: AI Product Studio,Fall-2020: Neural Networks and Deep Learning,Spring-2021: Internship,Spring-2021: Machine Learning,Spring-2021: DAV 6100 Information Architectures
2433414615,Scheele,Maria,Data Analytics and Visualization,3.78,Fall-2021,India,Marathi,Mathematics,27,5.0,"New York, NY",Big Data Architect,Fall-2020: DAV 6000 Talent Analytics,Fall-2020: DAV 5100 Structured Data Management,Fall-2020: DAV 6050 Data-Driven Organizations,Spring-2021: Special Topics,Spring-2021: DAV 5300 Computational Math and Statistics,Spring-2021: DAV 5000 Business Modeling and Data Analysis,Summer-2021: DAV 5200 Visual Design and Storytelling,Summer-2021: DAV 5400 Analytics Programming,Summer-2021: MAN 5580 Project Management,Fall-2021: DAV 6450 Independent Study,Fall-2021: DAV 6500 Capstone,Fall-2021: Data Visualization
2440246627,Hardison,Christopher,Data Analytics and Visualization,3.0,Spring-2021,China,Cantonese,Computer Science,32,11.0,"New York, NY",Business Intelligence (BI) Developer,Spring-2020: DAV 6200 Data Product Design,Spring-2020: DAV 6450 Independent Study,Spring-2020: Special Topics,Summer-2020: DAV 5000 Business Modeling and Data Analysis,Summer-2020: DAV 6500 Capstone,Summer-2020: DAV 6050 Data-Driven Organizations,Fall-2020: DAV 5300 Computational Math and Statistics,Fall-2020: DAV 5100 Structured Data Management,Fall-2020: MAN 5580 Project Management,Spring-2021: DAV 5400 Analytics Programming,Spring-2021: DAV 5200 Visual Design and Storytelling,Spring-2021: Data Visualization
6168508040,Emmick,Joesph,Artificial Intelligence,2.68,Summer-2018,India,Hindi,Computer Science,23,2.0,"New York, NY",Entry Business Systems Analyst,Summer-2017: Numerical Methods,Summer-2017: DAV 6400 Internship,Summer-2017: Predictive Models,Fall-2017: Data Acquisition and Management,Fall-2017: DAV 6450 Independent Study,Fall-2017: Complex Systems: Financial Time Series Analysis,Spring-2018: Neural Networks and Deep Learning,Spring-2018: AI Capstone: R&D Experience,Spring-2018: Computational Statistics and Probability,Summer-2018: Special Topics,Summer-2018: Machine Learning,Summer-2018: Artificial Intelligence
8646360399,Mclaughlin,Louis,Data Analytics and Visualization,3.86,Spring-2022,India,Hindi,Mathematics,25,3.5,"New York, NY",Entry Level Python Developer,Spring-2021: DAV 5300 Computational Math and Statistics,Spring-2021: Special Topics,Spring-2021: AI Product Studio,Summer-2021: DAV 6450 Independent Study,Summer-2021: MAN 5580 Project Management,Summer-2021: DAV 5100 Structured Data Management,Fall-2021: DAV 6500 Capstone,Fall-2021: DAV 5200 Visual Design and Storytelling,Fall-2021: DAV 5400 Analytics Programming,Spring-2022: DAV 6200 Data Product Design,Spring-2022: DAV 5000 Business Modeling and Data Analysis,Spring-2022: DAV 6400 Internship
9949309487,Allis,Marie,Data Analytics and Visualization,4.0,Summer-2019,China,Cantonese,Mathematics,23,1.5,"Los Angeles, CA",Entry Business Systems Analyst,Summer-2018: DAV 6500 Capstone,Summer-2018: Special Topics,Summer-2018: AI Product Studio,Fall-2018: Complex Systems: Financial Time Series Analysis,Fall-2018: DAV 5000 Business Modeling and Data Analysis,Fall-2018: MAN 5580 Project Management,Spring-2019: DAV 5100 Structured Data Management,Spring-2019: DAV 5300 Computational Math and Statistics,Spring-2019: DAV 5400 Analytics Programming,Summer-2019: DAV 5200 Visual Design and Storytelling,Summer-2019: Data Visualization,Summer-2019: DAV 6300 Special Topics
9443274086,Brobeck,Thomas,Artificial Intelligence,2.96,Fall-2020,USA,English,Mathematics,32,10.5,"New York, NY",UX Design Intern,Fall-2019: DAV 6100 Information Architectures,Fall-2019: DAV 6450 Independent Study,Fall-2019: Complex Systems: Financial Time Series Analysis,Spring-2020: Neural Networks and Deep Learning,Spring-2020: Artificial Intelligence,Spring-2020: Computational Statistics and Probability,Summer-2020: Numerical Methods,Summer-2020: Data Acquisition and Management,Summer-2020: AI Capstone: R&D Experience,Fall-2020: Predictive Models,Fall-2020: Data Visualization,Fall-2020: Machine Learning
4148520369,Hernandez,Edward,Data Analytics and Visualization,4.0,Fall-2020,India,Bengali,Computer Science,24,2.5,"New York, NY",Database Administrator - Entry,Fall-2019: DAV 5100 Structured Data Management,Fall-2019: MAN 5580 Project Management,Fall-2019: DAV 6500 Capstone,Spring-2020: Data Visualization,Spring-2020: DAV 6050 Data-Driven Organizations,Spring-2020: DAV 5000 Business Modeling and Data Analysis,Summer-2020: DAV 5400 Analytics Programming,Summer-2020: DAV 5300 Computational Math and Statistics,Summer-2020: DAV 6150 Data Science,Fall-2020: DAV 6400 Internship,Fall-2020: Bayesian Methods,Fall-2020: DAV 5200 Visual Design and Storytelling
5904254254,Mclaughlin,Wilma,Data Analytics and Visualization,3.17,Spring-2019,India,Gujarati,Computer Science,23,1.5,"Woodbridge, NJ",Machine Learning Engineer,Spring-2018: MAN 5580 Project Management,Spring-2018: DAV 6400 Internship,Spring-2018: DAV 5200 Visual Design and Storytelling,Summer-2018: DAV 6200 Data Product Design,Summer-2018: DAV 6150 Data Science,Summer-2018: DAV 6100 Information Architectures,Fall-2018: DAV 6500 Capstone,Fall-2018: DAV 5300 Computational Math and Statistics,Fall-2018: Bayesian Methods,Spring-2019: DAV 5100 Structured Data Management,Spring-2019: DAV 5400 Analytics Programming,Spring-2019: DAV 5000 Business Modeling and Data Analysis
9681402292,Schacher,Donna,Data Analytics and Visualization,3.64,Spring-2021,USA,English,Engineering,27,6.0,"New York, NY",UX Design Intern,Spring-2020: DAV 6450 Independent Study,Spring-2020: DAV 5200 Visual Design and Storytelling,Spring-2020: DAV 6050 Data-Driven Organizations,Summer-2020: MAN 5580 Project Management,Summer-2020: DAV 5100 Structured Data Management,Summer-2020: Complex Systems: Financial Time Series Analysis,Fall-2020: Natural Language Processing,Fall-2020: DAV 5400 Analytics Programming,Fall-2020: DAV 5000 Business Modeling and Data Analysis,Spring-2021: DAV 6500 Capstone,Spring-2021: DAV 5300 Computational Math and Statistics,Spring-2021: DAV 6300 Special Topics
6297366878,Beaty,Roland,Data Analytics and Visualization,3.04,Spring-2017,USA,English,Engineering,31,10.5,"New York, NY",UX Design Intern,Spring-2016: MAN 5580 Project Management,Spring-2016: DAV 6450 Independent Study,Spring-2016: DAV 5300 Computational Math and Statistics,Summer-2016: DAV 6500 Capstone,Summer-2016: DAV 6100 Information Architectures,Summer-2016: DAV 5000 Business Modeling and Data Analysis,Fall-2016: Complex Systems: Financial Time Series Analysis,Fall-2016: Data Visualization,Fall-2016: DAV 5200 Visual Design and Storytelling,Spring-2017: DAV 5400 Analytics Programming,Spring-2017: DAV 6000 Talent Analytics,Spring-2017: DAV 5100 Structured Data Management
6206781933,Davis,Marion,Data Analytics and Visualization,3.83,Fall-2017,India,Hindi,Mathematics,23,2.0,"New York, NY",Data Scientist I,Fall-2016: DAV 5200 Visual Design and Storytelling,Fall-2016: DAV 6200 Data Product Design,Fall-2016: DAV 5000 Business Modeling and Data Analysis,Spring-2017: DAV 5400 Analytics Programming,Spring-2017: DAV 6500 Capstone,Spring-2017: DAV 6100 Information Architectures,Summer-2017: DAV 5100 Structured Data Management,Summer-2017: DAV 6150 Data Science,Summer-2017: DAV 5300 Computational Math and Statistics,Fall-2017: MAN 5580 Project Management,Fall-2017: DAV 6050 Data-Driven Organizations,Fall-2017: DAV 6400 Internship
8859689021,Wilson,Margaret,Artificial Intelligence,3.44,Fall-2017,China,Mandarin,Computer Science,28,7.0,"New York, NY",Business Intelligence (BI) Developer,Fall-2016: Data Acquisition and Management,Fall-2016: Artificial Intelligence,Fall-2016: Machine Learning,Spring-2017: AI Capstone: R&D Experience,Spring-2017: DAV 6150 Data Science,Spring-2017: Numerical Methods,Summer-2017: Predictive Models,Summer-2017: DAV 6000 Talent Analytics,Summer-2017: Neural Networks and Deep Learning,Fall-2017: DAV 6050 Data-Driven Organizations,Fall-2017: Computational Statistics and Probability,Fall-2017: DAV 6400 Internship
1212087700,Barclay,Dianne,Data Analytics and Visualization,3.26,Fall-2023,Other,R,Computer Science,27,5.0,"New York, NY",Machine Learning Engineer,Fall-2022: DAV 6000 Talent Analytics,Fall-2022: DAV 5200 Visual Design and Storytelling,Fall-2022: MAN 5580 Project Management,Spring-2023: DAV 5300 Computational Math and Statistics,Spring-2023: DAV 5000 Business Modeling and Data Analysis,Spring-2023: Advanced Data Engineering,Summer-2023: DAV 5100 Structured Data Management,Summer-2023: DAV 6450 Independent Study,Summer-2023: DAV 5400 Analytics Programming,Fall-2023: DAV 6400 Internship,Fall-2023: DAV 6500 Capstone,Fall-2023: Internship
4095154627,Lee,David,Data Analytics and Visualization,4.0,Fall-2017,USA,English,Engineering,27,5.5,"San Francisco, CA",Big Data Architect,Fall-2016: Advanced Data Engineering,Fall-2016: Independent Study,Fall-2016: DAV 5300 Computational Math and Statistics,Spring-2017: DAV 5000 Business Modeling and Data Analysis,Spring-2017: MAN 5580 Project Management,Spring-2017: AI Product Studio,Summer-2017: DAV 5200 Visual Design and Storytelling,Summer-2017: Complex Systems: Financial Time Series Analysis,Summer-2017: DAV 6050 Data-Driven Organizations,Fall-2017: DAV 6500 Capstone,Fall-2017: DAV 5100 Structured Data Management,Fall-2017: DAV 5400 Analytics Programming
8389520225,Jones,Michael,Data Analytics and Visualization,3.39,Summer-2017,USA,English,Computer Science,24,3.5,"New York, NY",Database Administrator - Entry,Summer-2016: DAV 5400 Analytics Programming,Summer-2016: DAV 6500 Capstone,Summer-2016: DAV 6150 Data Science,Fall-2016: DAV 5100 Structured Data Management,Fall-2016: DAV 5000 Business Modeling and Data Analysis,Fall-2016: DAV 6050 Data-Driven Organizations,Spring-2017: AI Product Studio,Spring-2017: Internship,Spring-2017: DAV 5200 Visual Design and Storytelling,Summer-2017: DAV 5300 Computational Math and Statistics,Summer-2017: DAV 6450 Independent Study,Summer-2017: MAN 5580 Project Management
1969896295,Cates,Randy,Data Analytics and Visualization,3.26,Fall-2018,Pakistan,Punjabi,Computer Science,23,2.0,"New York, NY",Business Intelligence (BI) Developer,Fall-2017: DAV 5300 Computational Math and Statistics,Fall-2017: Special Topics,Fall-2017: DAV 6000 Talent Analytics,Spring-2018: Advanced Data Engineering,Spring-2018: MAN 5580 Project Management,Spring-2018: DAV 5100 Structured Data Management,Summer-2018: DAV 5200 Visual Design and Storytelling,Summer-2018: DAV 6050 Data-Driven Organizations,Summer-2018: DAV 6500 Capstone,Fall-2018: DAV 5400 Analytics Programming,Fall-2018: Independent Study,Fall-2018: DAV 5000 Business Modeling and Data Analysis
7058748094,Iliff,Javier,Data Analytics and Visualization,3.87,Summer-2017,India,Hindi,Mathematics,23,1.5,"New York, NY",Big Data Architect,Summer-2016: Internship,Summer-2016: DAV 5400 Analytics Programming,Summer-2016: DAV 6400 Internship,Fall-2016: DAV 6500 Capstone,Fall-2016: AI Product Studio,Fall-2016: DAV 5300 Computational Math and Statistics,Spring-2017: MAN 5580 Project Management,Spring-2017: DAV 5100 Structured Data Management,Spring-2017: DAV 5000 Business Modeling and Data Analysis,Summer-2017: DAV 6100 Information Architectures,Summer-2017: DAV 6300 Special Topics,Summer-2017: DAV 5200 Visual Design and Storytelling
9570108809,Potts,Suzanne,Artificial Intelligence,3.29,Fall-2021,USA,English,Computer Science,25,4.5,"Bridgeport, CT",Entry Level Python Developer,Fall-2020: Numerical Methods,Fall-2020: AI Capstone: R&D Experience,Fall-2020: Data Acquisition and Management,Spring-2021: Computational Statistics and Probability,Spring-2021: Data Visualization,Spring-2021: Predictive Models,Summer-2021: Neural Networks and Deep Learning,Summer-2021: Machine Learning,Summer-2021: Independent Study,Fall-2021: Artificial Intelligence,Fall-2021: DAV 6300 Special Topics,Fall-2021: Natural Language Processing
9595637419,Rhodes,Myesha,Artificial Intelligence,3.27,Fall-2022,India,Malayalam,Mathematics,27,6.5,"Woodbridge, NJ",UX Design Intern,Fall-2021: Neural Networks and Deep Learning,Fall-2021: Internship,Fall-2021: Computational Statistics and Probability,Spring-2022: DAV 6150 Data Science,Spring-2022: Numerical Methods,Spring-2022: Independent Study,Summer-2022: Machine Learning,Summer-2022: AI Product Studio,Summer-2022: Artificial Intelligence,Fall-2022: AI Capstone: R&D Experience,Fall-2022: Data Acquisition and Management,Fall-2022: Predictive Models
3402685003,Peterson,Margaret,Data Analytics and Visualization,3.73,Summer-2018,USA,English,Other,24,3.0,"New York, NY",Entry Data Analyst,Summer-2017: DAV 5100 Structured Data Management,Summer-2017: DAV 5300 Computational Math and Statistics,Summer-2017: DAV 6500 Capstone,Fall-2017: Natural Language Processing,Fall-2017: Independent Study,Fall-2017: DAV 6300 Special Topics,Spring-2018: DAV 5200 Visual Design and Storytelling,Spring-2018: DAV 6050 Data-Driven Organizations,Spring-2018: DAV 6000 Talent Analytics,Summer-2018: MAN 5580 Project Management,Summer-2018: DAV 5400 Analytics Programming,Summer-2018: DAV 5000 Business Modeling and Data Analysis
2499701698,Moses,Ronda,Data Analytics and Visualization,4.0,Fall-2017,India,Hindi,Engineering,26,5.0,"New York, NY",Business Intelligence (BI) Developer,Fall-2016: DAV 5400 Analytics Programming,Fall-2016: DAV 5200 Visual Design and Storytelling,Fall-2016: Bayesian Methods,Spring-2017: DAV 5100 Structured Data Management,Spring-2017: Independent Study,Spring-2017: Advanced Data Engineering,Summer-2017: DAV 5300 Computational Math and Statistics,Summer-2017: DAV 6500 Capstone,Summer-2017: DAV 6200 Data Product Design,Fall-2017: DAV 5000 Business Modeling and Data Analysis,Fall-2017: DAV 6400 Internship,Fall-2017: MAN 5580 Project Management
6245264588,Myers,Juan,Data Analytics and Visualization,2.54,Fall-2022,USA,English,Other,26,5.5,"New York, NY",Data Scientist I,Fall-2021: Independent Study,Fall-2021: DAV 5100 Structured Data Management,Fall-2021: DAV 6200 Data Product Design,Spring-2022: DAV 5200 Visual Design and Storytelling,Spring-2022: MAN 5580 Project Management,Spring-2022: AI Product Studio,Summer-2022: DAV 5000 Business Modeling and Data Analysis,Summer-2022: DAV 6300 Special Topics,Summer-2022: DAV 5400 Analytics Programming,Fall-2022: Internship,Fall-2022: DAV 6500 Capstone,Fall-2022: DAV 5300 Computational Math and Statistics
1074245858,Radish,Bill,Data Analytics and Visualization,3.47,Summer-2020,India,Gujarati,Computer Science,27,6.5,"Bridgeport, CT",Big Data Architect,Summer-2019: AI Product Studio,Summer-2019: DAV 5000 Business Modeling and Data Analysis,Summer-2019: DAV 5200 Visual Design and Storytelling,Fall-2019: Advanced Data Engineering,Fall-2019: Natural Language Processing,Fall-2019: DAV 5100 Structured Data Management,Spring-2020: DAV 5400 Analytics Programming,Spring-2020: MAN 5580 Project Management,Spring-2020: Independent Study,Summer-2020: DAV 5300 Computational Math and Statistics,Summer-2020: DAV 6500 Capstone,Summer-2020: Internship
2164293571,Carter,Chris,Artificial Intelligence,3.47,Summer-2021,Other,O,Engineering,26,5.0,"New York, NY",Data Architect I,Summer-2020: Computational Statistics and Probability,Summer-2020: Neural Networks and Deep Learning,Summer-2020: Special Topics,Fall-2020: Machine Learning,Fall-2020: AI Capstone: R&D Experience,Fall-2020: Artificial Intelligence,Spring-2021: Predictive Models,Spring-2021: Data Acquisition and Management,Spring-2021: Numerical Methods,Summer-2021: Advanced Data Engineering,Summer-2021: DAV 6300 Special Topics,Summer-2021: Independent Study
5141897642,Ribron,Kisha,Data Analytics and Visualization,3.34,Fall-2023,USA,English,Computer Science,29,7.0,"New York, NY",Entry Data Analyst,Fall-2022: DAV 6100 Information Architectures,Fall-2022: DAV 5200 Visual Design and Storytelling,Fall-2022: DAV 5400 Analytics Programming,Spring-2023: AI Product Studio,Spring-2023: DAV 6500 Capstone,Spring-2023: DAV 5300 Computational Math and Statistics,Summer-2023: MAN 5580 Project Management,Summer-2023: Complex Systems: Financial Time Series Analysis,Summer-2023: DAV 5100 Structured Data Management,Fall-2023: DAV 6150 Data Science,Fall-2023: DAV 6200 Data Product Design,Fall-2023: DAV 5000 Business Modeling and Data Analysis
5326400034,Kennedy,Diane,Data Analytics and Visualization,3.23,Spring-2019,China,Mandarin,Engineering,24,3.5,"New York, NY",Data Scientist I,Spring-2018: DAV 6500 Capstone,Spring-2018: DAV 5200 Visual Design and Storytelling,Spring-2018: DAV 5000 Business Modeling and Data Analysis,Summer-2018: Internship,Summer-2018: DAV 5400 Analytics Programming,Summer-2018: MAN 5580 Project Management,Fall-2018: DAV 5300 Computational Math and Statistics,Fall-2018: DAV 5100 Structured Data Management,Fall-2018: DAV 6200 Data Product Design,Spring-2019: Independent Study,Spring-2019: DAV 6000 Talent Analytics,Spring-2019: Complex Systems: Financial Time Series Analysis
7836098376,Cushman,Kimberly,Artificial Intelligence,3.98,Summer-2023,India,Hindi,Mathematics,23,2.5,"New York, NY",UX Design Intern,Summer-2022: Computational Statistics and Probability,Summer-2022: AI Capstone: R&D Experience,Summer-2022: Independent Study,Fall-2022: Neural Networks and Deep Learning,Fall-2022: Numerical Methods,Fall-2022: AI Product Studio,Spring-2023: Machine Learning,Spring-2023: Data Visualization,Spring-2023: Predictive Models,Summer-2023: Data Acquisition and Management,Summer-2023: DAV 6200 Data Product Design,Summer-2023: Artificial Intelligence
9008514945,Graham,Rolando,Data Analytics and Visualization,3.76,Summer-2022,USA,English,Computer Science,27,5.5,"New York, NY",Data Architect I,Summer-2021: DAV 5100 Structured Data Management,Summer-2021: DAV 5400 Analytics Programming,Summer-2021: MAN 5580 Project Management,Fall-2021: DAV 5200 Visual Design and Storytelling,Fall-2021: DAV 6500 Capstone,Fall-2021: DAV 5000 Business Modeling and Data Analysis,Spring-2022: DAV 6450 Independent Study,Spring-2022: DAV 5300 Computational Math and Statistics,Spring-2022: DAV 6300 Special Topics,Summer-2022: Complex Systems: Financial Time Series Analysis,Summer-2022: AI Product Studio,Summer-2022: Natural Language Processing
8891383187,Liefer,Veronica,Data Analytics and Visualization,3.3,Fall-2017,Pakistan,Sindhi,Other,25,3.0,"New York, NY",UX Design Intern,Fall-2016: Advanced Data Engineering,Fall-2016: DAV 5300 Computational Math and Statistics,Fall-2016: DAV 5200 Visual Design and Storytelling,Spring-2017: DAV 6000 Talent Analytics,Spring-2017: DAV 5100 Structured Data Management,Spring-2017: DAV 5000 Business Modeling and Data Analysis,Summer-2017: Bayesian Methods,Summer-2017: DAV 5400 Analytics Programming,Summer-2017: DAV 6500 Capstone,Fall-2017: MAN 5580 Project Management,Fall-2017: Independent Study,Fall-2017: DAV 6050 Data-Driven Organizations
2793946637,Green,Jacqueline,Data Analytics and Visualization,4.0,Spring-2019,China,Cantonese,Computer Science,24,2.0,"New York, NY",Machine Learning Engineer,Spring-2018: DAV 5400 Analytics Programming,Spring-2018: DAV 6300 Special Topics,Spring-2018: AI Product Studio,Summer-2018: DAV 5300 Computational Math and Statistics,Summer-2018: DAV 6100 Information Architectures,Summer-2018: DAV 6050 Data-Driven Organizations,Fall-2018: MAN 5580 Project Management,Fall-2018: DAV 5100 Structured Data Management,Fall-2018: Data Visualization,Spring-2019: DAV 5200 Visual Design and Storytelling,Spring-2019: DAV 5000 Business Modeling and Data Analysis,Spring-2019: DAV 6500 Capstone
6473585338,Austerberry,Lynn,Data Analytics and Visualization,3.39,Fall-2020,China,Mandarin,Mathematics,29,8.5,"New York, NY",Database Administrator - Entry,Fall-2019: DAV 5100 Structured Data Management,Fall-2019: DAV 6000 Talent Analytics,Fall-2019: DAV 5300 Computational Math and Statistics,Spring-2020: Advanced Data Engineering,Spring-2020: DAV 6150 Data Science,Spring-2020: DAV 6500 Capstone,Summer-2020: DAV 5200 Visual Design and Storytelling,Summer-2020: DAV 5000 Business Modeling and Data Analysis,Summer-2020: DAV 6050 Data-Driven Organizations,Fall-2020: MAN 5580 Project Management,Fall-2020: AI Product Studio,Fall-2020: DAV 5400 Analytics Programming
3435217969,Ellsworth,Brenda,Data Analytics and Visualization,3.89,Summer-2023,Pakistan,Pashto,Computer Science,23,2.0,"New York, NY",UX Design Intern,Summer-2022: DAV 5200 Visual Design and Storytelling,Summer-2022: DAV 6400 Internship,Summer-2022: DAV 5000 Business Modeling and Data Analysis,Fall-2022: DAV 6200 Data Product Design,Fall-2022: DAV 5300 Computational Math and Statistics,Fall-2022: MAN 5580 Project Management,Spring-2023: DAV 5400 Analytics Programming,Spring-2023: DAV 6050 Data-Driven Organizations,Spring-2023: DAV 5100 Structured Data Management,Summer-2023: Internship,Summer-2023: DAV 6500 Capstone,Summer-2023: Natural Language Processing
3124838774,Groomes,Darcy,Data Analytics and Visualization,3.36,Spring-2022,China,Mandarin,Computer Science,26,4.0,"New York, NY",Entry Data Analyst,Spring-2021: DAV 6500 Capstone,Spring-2021: DAV 5200 Visual Design and Storytelling,Spring-2021: MAN 5580 Project Management,Summer-2021: DAV 5000 Business Modeling and Data Analysis,Summer-2021: DAV 5400 Analytics Programming,Summer-2021: Special Topics,Fall-2021: DAV 6100 Information Architectures,Fall-2021: DAV 5100 Structured Data Management,Fall-2021: DAV 6150 Data Science,Spring-2022: DAV 5300 Computational Math and Statistics,Spring-2022: DAV 6450 Independent Study,Spring-2022: Internship
2882188318,Mcneill,Linda,Data Analytics and Visualization,3.93,Spring-2022,China,Mandarin,Health Sciences,24,2.0,"Los Angeles, CA",Business Intelligence (BI) Developer,Spring-2021: DAV 5200 Visual Design and Storytelling,Spring-2021: DAV 6200 Data Product Design,Spring-2021: DAV 5000 Business Modeling and Data Analysis,Summer-2021: MAN 5580 Project Management,Summer-2021: DAV 5300 Computational Math and Statistics,Summer-2021: DAV 5400 Analytics Programming,Fall-2021: DAV 5100 Structured Data Management,Fall-2021: Natural Language Processing,Fall-2021: Complex Systems: Financial Time Series Analysis,Spring-2022: DAV 6450 Independent Study,Spring-2022: Bayesian Methods,Spring-2022: DAV 6500 Capstone
9120373358,Sybert,Leland,Data Analytics and Visualization,3.88,Summer-2017,USA,English,Mathematics,24,2.0,"Chicago, IL",Database Administrator - Entry,Summer-2016: DAV 6200 Data Product Design,Summer-2016: DAV 6300 Special Topics,Summer-2016: DAV 5300 Computational Math and Statistics,Fall-2016: DAV 5400 Analytics Programming,Fall-2016: MAN 5580 Project Management,Fall-2016: Advanced Data Engineering,Spring-2017: DAV 5100 Structured Data Management,Spring-2017: DAV 5000 Business Modeling and Data Analysis,Spring-2017: DAV 6400 Internship,Summer-2017: Independent Study,Summer-2017: DAV 5200 Visual Design and Storytelling,Summer-2017: DAV 6500 Capstone
