Course Name,Student ID,First Name,Last Name,Katz School Major,GPA,Graduation Semester,Country of Origin,Languages,Undergraduate Major,Age at Graduation,Years of Experience,Location,Job Decription,Course #
Spring-2016: AI Product Studio,3574175120,Mabon,William,Artificial Intelligence,3.39,Spring-2017,USA,Spanish,Computer Science,27,5.5,"New York, NY",Machine Learning Engineer,Course6
Spring-2016: AI Product Studio,3986578591,Jackson,Linda,Data Analytics and Visualization,3.42,Spring-2017,Pakistan,Sindhi,Engineering,27,6.0,"New York, NY",Entry Business Systems Analyst,Course4
Spring-2016: AI Product Studio,4991566949,Berry,Susan,Data Analytics and Visualization,3.55,Spring-2017,China,Mandarin,Computer Science,25,3.0,"New York, NY",Business Intelligence (BI) Developer,Course4
Spring-2016: AI Product Studio,5784742934,Wheat,Emmanuel,Data Analytics and Visualization,3.4,Fall-2017,China,Cantonese,Computer Science,26,5.0,"New York, NY",UX Design Intern,Course3
Spring-2016: AI Product Studio,9706615799,Burley,Kenneth,Data Analytics and Visualization,3.55,Spring-2017,China,Mandarin,Engineering,24,2.0,"New York, NY",Big Data Architect,Course4
Spring-2016: Advanced Data Engineering,1654916649,Tiry,Tressie,Data Analytics and Visualization,3.27,Fall-2017,China,Cantonese,Engineering,24,2.5,"Woodbridge, NJ",Entry Business Systems Analyst,Course2
Spring-2016: Advanced Data Engineering,9290159667,Potter,Eugene,Artificial Intelligence,3.63,Spring-2017,Pakistan,Sindhi,Mathematics,27,6.0,"New York, NY",Data Architect I,Course5
Spring-2016: Artificial Intelligence,3574175120,Mabon,William,Artificial Intelligence,3.39,Spring-2017,USA,Spanish,Computer Science,27,5.5,"New York, NY",Machine Learning Engineer,Course4
Spring-2016: Artificial Intelligence,5588524536,Garcia,Debra,Artificial Intelligence,3.72,Fall-2017,China,Mandarin,Computer Science,32,11.0,"New York, NY",Entry Business Systems Analyst,Course2
Spring-2016: Bayesian Methods,4800891893,Johnson,Angela,Artificial Intelligence,3.51,Spring-2017,China,Mandarin,Mathematics,24,2.5,"New York, NY",Entry Data Analyst,Course4
Spring-2016: Bayesian Methods,8265025887,Rolen,David,Data Analytics and Visualization,2.65,Fall-2017,Other,F,Computer Science,25,3.0,"New York, NY",Business Intelligence (BI) Developer,Course1
Spring-2016: Computational Statistics and Probability,3574175120,Mabon,William,Artificial Intelligence,3.39,Spring-2017,USA,Spanish,Computer Science,27,5.5,"New York, NY",Machine Learning Engineer,Course5
Spring-2016: Computational Statistics and Probability,4784813239,Calahan,Martin,Artificial Intelligence,2.95,Spring-2017,USA,English,Computer Science,27,5.5,"New York, NY",Entry Data Analyst,Course6
Spring-2016: Computational Statistics and Probability,7593367099,Watson,Sylvia,Artificial Intelligence,3.7,Fall-2017,USA,Spanish,Other,33,11.0,"Woodbridge, NJ",Machine Learning Engineer,Course3
Spring-2016: DAV 5000 Business Modeling and Data Analysis,1647493071,Cousins,Wayne,Data Analytics and Visualization,3.71,Fall-2017,China,Mandarin,Mathematics,23,2.5,"New York, NY",Big Data Architect,Course2
Spring-2016: DAV 5000 Business Modeling and Data Analysis,4991566949,Berry,Susan,Data Analytics and Visualization,3.55,Spring-2017,China,Mandarin,Computer Science,25,3.0,"New York, NY",Business Intelligence (BI) Developer,Course6
Spring-2016: DAV 5100 Structured Data Management,1647493071,Cousins,Wayne,Data Analytics and Visualization,3.71,Fall-2017,China,Mandarin,Mathematics,23,2.5,"New York, NY",Big Data Architect,Course3
Spring-2016: DAV 5100 Structured Data Management,3285388144,Hyde,Jacob,Data Analytics and Visualization,3.36,Spring-2017,USA,English,Computer Science,26,4.5,"New York, NY",Data Scientist I,Course5
Spring-2016: DAV 5100 Structured Data Management,8265025887,Rolen,David,Data Analytics and Visualization,2.65,Fall-2017,Other,F,Computer Science,25,3.0,"New York, NY",Business Intelligence (BI) Developer,Course2
Spring-2016: DAV 5200 Visual Design and Storytelling,1168340921,Young,Jesse,Data Analytics and Visualization,2.92,Fall-2017,China,Mandarin,Health Sciences,23,1.5,"New York, NY",Entry Level Python Developer,Course1
Spring-2016: DAV 5200 Visual Design and Storytelling,1654916649,Tiry,Tressie,Data Analytics and Visualization,3.27,Fall-2017,China,Cantonese,Engineering,24,2.5,"Woodbridge, NJ",Entry Business Systems Analyst,Course3
Spring-2016: DAV 5300 Computational Math and Statistics,1168340921,Young,Jesse,Data Analytics and Visualization,2.92,Fall-2017,China,Mandarin,Health Sciences,23,1.5,"New York, NY",Entry Level Python Developer,Course3
Spring-2016: DAV 5300 Computational Math and Statistics,1422142335,Layland,Karen,Data Analytics and Visualization,3.42,Spring-2017,China,Mandarin,Engineering,25,3.5,"New York, NY",Entry Data Analyst,Course4
Spring-2016: DAV 5300 Computational Math and Statistics,1654916649,Tiry,Tressie,Data Analytics and Visualization,3.27,Fall-2017,China,Cantonese,Engineering,24,2.5,"Woodbridge, NJ",Entry Business Systems Analyst,Course1
Spring-2016: DAV 5300 Computational Math and Statistics,3285388144,Hyde,Jacob,Data Analytics and Visualization,3.36,Spring-2017,USA,English,Computer Science,26,4.5,"New York, NY",Data Scientist I,Course4
Spring-2016: DAV 5300 Computational Math and Statistics,7650358264,Velazquez,Maira,Data Analytics and Visualization,3.84,Fall-2017,USA,English,Computer Science,28,6.0,"Chicago, IL",Big Data Architect,Course3
Spring-2016: DAV 5300 Computational Math and Statistics,8479614053,Pockrus,Clifford,Data Analytics and Visualization,4.0,Spring-2017,China,Mandarin,Other,29,8.0,"New York, NY",Entry Business Systems Analyst,Course4
Spring-2016: DAV 5400 Analytics Programming,1422142335,Layland,Karen,Data Analytics and Visualization,3.42,Spring-2017,China,Mandarin,Engineering,25,3.5,"New York, NY",Entry Data Analyst,Course5
Spring-2016: DAV 5400 Analytics Programming,3986578591,Jackson,Linda,Data Analytics and Visualization,3.42,Spring-2017,Pakistan,Sindhi,Engineering,27,6.0,"New York, NY",Entry Business Systems Analyst,Course5
Spring-2016: DAV 5400 Analytics Programming,8479614053,Pockrus,Clifford,Data Analytics and Visualization,4.0,Spring-2017,China,Mandarin,Other,29,8.0,"New York, NY",Entry Business Systems Analyst,Course6
Spring-2016: DAV 6050 Data-Driven Organizations,9706615799,Burley,Kenneth,Data Analytics and Visualization,3.55,Spring-2017,China,Mandarin,Engineering,24,2.0,"New York, NY",Big Data Architect,Course6
Spring-2016: DAV 6100 Information Architectures,1168340921,Young,Jesse,Data Analytics and Visualization,2.92,Fall-2017,China,Mandarin,Health Sciences,23,1.5,"New York, NY",Entry Level Python Developer,Course2
Spring-2016: DAV 6150 Data Science,4800891893,Johnson,Angela,Artificial Intelligence,3.51,Spring-2017,China,Mandarin,Mathematics,24,2.5,"New York, NY",Entry Data Analyst,Course6
Spring-2016: DAV 6200 Data Product Design,3285388144,Hyde,Jacob,Data Analytics and Visualization,3.36,Spring-2017,USA,English,Computer Science,26,4.5,"New York, NY",Data Scientist I,Course6
Spring-2016: DAV 6200 Data Product Design,4540549979,Wayne,Lillie,Data Analytics and Visualization,3.54,Fall-2017,China,Mandarin,Engineering,26,4.0,"New York, NY",Entry Data Analyst,Course2
Spring-2016: DAV 6400 Internship,4991566949,Berry,Susan,Data Analytics and Visualization,3.55,Spring-2017,China,Mandarin,Computer Science,25,3.0,"New York, NY",Business Intelligence (BI) Developer,Course5
Spring-2016: DAV 6500 Capstone,4540549979,Wayne,Lillie,Data Analytics and Visualization,3.54,Fall-2017,China,Mandarin,Engineering,26,4.0,"New York, NY",Entry Data Analyst,Course1
Spring-2016: DAV 6500 Capstone,7650358264,Velazquez,Maira,Data Analytics and Visualization,3.84,Fall-2017,USA,English,Computer Science,28,6.0,"Chicago, IL",Big Data Architect,Course2
Spring-2016: DAV 6500 Capstone,8265025887,Rolen,David,Data Analytics and Visualization,2.65,Fall-2017,Other,F,Computer Science,25,3.0,"New York, NY",Business Intelligence (BI) Developer,Course3
Spring-2016: Data Acquisition and Management,9290159667,Potter,Eugene,Artificial Intelligence,3.63,Spring-2017,Pakistan,Sindhi,Mathematics,27,6.0,"New York, NY",Data Architect I,Course4
Spring-2016: Independent Study,1647493071,Cousins,Wayne,Data Analytics and Visualization,3.71,Fall-2017,China,Mandarin,Mathematics,23,2.5,"New York, NY",Big Data Architect,Course1
Spring-2016: Independent Study,7650358264,Velazquez,Maira,Data Analytics and Visualization,3.84,Fall-2017,USA,English,Computer Science,28,6.0,"Chicago, IL",Big Data Architect,Course1
Spring-2016: Independent Study,8479614053,Pockrus,Clifford,Data Analytics and Visualization,4.0,Spring-2017,China,Mandarin,Other,29,8.0,"New York, NY",Entry Business Systems Analyst,Course5
Spring-2016: Internship,5588524536,Garcia,Debra,Artificial Intelligence,3.72,Fall-2017,China,Mandarin,Computer Science,32,11.0,"New York, NY",Entry Business Systems Analyst,Course3
Spring-2016: Internship,7593367099,Watson,Sylvia,Artificial Intelligence,3.7,Fall-2017,USA,Spanish,Other,33,11.0,"Woodbridge, NJ",Machine Learning Engineer,Course1
Spring-2016: MAN 5580 Project Management,3986578591,Jackson,Linda,Data Analytics and Visualization,3.42,Spring-2017,Pakistan,Sindhi,Engineering,27,6.0,"New York, NY",Entry Business Systems Analyst,Course6
Spring-2016: MAN 5580 Project Management,4540549979,Wayne,Lillie,Data Analytics and Visualization,3.54,Fall-2017,China,Mandarin,Engineering,26,4.0,"New York, NY",Entry Data Analyst,Course3
Spring-2016: MAN 5580 Project Management,5784742934,Wheat,Emmanuel,Data Analytics and Visualization,3.4,Fall-2017,China,Cantonese,Computer Science,26,5.0,"New York, NY",UX Design Intern,Course2
Spring-2016: MAN 5580 Project Management,9706615799,Burley,Kenneth,Data Analytics and Visualization,3.55,Spring-2017,China,Mandarin,Engineering,24,2.0,"New York, NY",Big Data Architect,Course5
Spring-2016: Machine Learning,4784813239,Calahan,Martin,Artificial Intelligence,2.95,Spring-2017,USA,English,Computer Science,27,5.5,"New York, NY",Entry Data Analyst,Course4
Spring-2016: Machine Learning,7593367099,Watson,Sylvia,Artificial Intelligence,3.7,Fall-2017,USA,Spanish,Other,33,11.0,"Woodbridge, NJ",Machine Learning Engineer,Course2
Spring-2016: Machine Learning,8283215692,Collins,Tom,Artificial Intelligence,3.69,Fall-2017,India,Hindi,Engineering,23,2.0,"New York, NY",Database Administrator - Entry,Course2
Spring-2016: Neural Networks and Deep Learning,4784813239,Calahan,Martin,Artificial Intelligence,2.95,Spring-2017,USA,English,Computer Science,27,5.5,"New York, NY",Entry Data Analyst,Course5
Spring-2016: Neural Networks and Deep Learning,8283215692,Collins,Tom,Artificial Intelligence,3.69,Fall-2017,India,Hindi,Engineering,23,2.0,"New York, NY",Database Administrator - Entry,Course3
Spring-2016: Predictive Models,5588524536,Garcia,Debra,Artificial Intelligence,3.72,Fall-2017,China,Mandarin,Computer Science,32,11.0,"New York, NY",Entry Business Systems Analyst,Course1
Spring-2016: Special Topics,1422142335,Layland,Karen,Data Analytics and Visualization,3.42,Spring-2017,China,Mandarin,Engineering,25,3.5,"New York, NY",Entry Data Analyst,Course6
Spring-2016: Special Topics,8283215692,Collins,Tom,Artificial Intelligence,3.69,Fall-2017,India,Hindi,Engineering,23,2.0,"New York, NY",Database Administrator - Entry,Course1
Spring-2017: AI Capstone: R&D Experience,3574175120,Mabon,William,Artificial Intelligence,3.39,Spring-2017,USA,Spanish,Computer Science,27,5.5,"New York, NY",Machine Learning Engineer,Course10
Spring-2017: AI Capstone: R&D Experience,8283215692,Collins,Tom,Artificial Intelligence,3.69,Fall-2017,India,Hindi,Engineering,23,2.0,"New York, NY",Database Administrator - Entry,Course9
Spring-2017: AI Capstone: R&D Experience,9247834877,King,Vanessa,Artificial Intelligence,3.51,Fall-2018,Other,P,Mathematics,25,4.0,"New York, NY",Machine Learning Engineer,Course2
Spring-2017: AI Product Studio,1422142335,Layland,Karen,Data Analytics and Visualization,3.42,Spring-2017,China,Mandarin,Engineering,25,3.5,"New York, NY",Entry Data Analyst,Course11
Spring-2017: AI Product Studio,7187559044,Pagan,Ashley,Data Analytics and Visualization,4.0,Fall-2018,Pakistan,Punjabi,Mathematics,24,2.0,"New York, NY",Machine Learning Engineer,Course2
Spring-2017: AI Product Studio,9706615799,Burley,Kenneth,Data Analytics and Visualization,3.55,Spring-2017,China,Mandarin,Engineering,24,2.0,"New York, NY",Big Data Architect,Course10
Spring-2017: Advanced Data Engineering,3078414524,Canela,John,Artificial Intelligence,4.0,Fall-2018,Pakistan,Punjabi,Engineering,23,1.5,"New York, NY",Entry Business Systems Analyst,Course1
Spring-2017: Advanced Data Engineering,6981612896,Douglas,Ok,Artificial Intelligence,3.62,Fall-2018,USA,English,Engineering,23,2.5,"New York, NY",Entry Level Python Developer,Course3
Spring-2017: Advanced Data Engineering,7650358264,Velazquez,Maira,Data Analytics and Visualization,3.84,Fall-2017,USA,English,Computer Science,28,6.0,"Chicago, IL",Big Data Architect,Course8
Spring-2017: Advanced Data Engineering,9247834877,King,Vanessa,Artificial Intelligence,3.51,Fall-2018,Other,P,Mathematics,25,4.0,"New York, NY",Machine Learning Engineer,Course3
Spring-2017: Artificial Intelligence,3078414524,Canela,John,Artificial Intelligence,4.0,Fall-2018,Pakistan,Punjabi,Engineering,23,1.5,"New York, NY",Entry Business Systems Analyst,Course3
Spring-2017: Artificial Intelligence,4172304209,Benincase,Edward,Artificial Intelligence,3.16,Spring-2018,China,Mandarin,Mathematics,25,3.5,"New York, NY",Database Administrator - Entry,Course4
Spring-2017: Artificial Intelligence,4784813239,Calahan,Martin,Artificial Intelligence,2.95,Spring-2017,USA,English,Computer Science,27,5.5,"New York, NY",Entry Data Analyst,Course12
Spring-2017: Artificial Intelligence,6699991667,Grant,Kristopher,Artificial Intelligence,3.48,Fall-2018,USA,English,Mathematics,27,6.0,"New York, NY",Entry Business Systems Analyst,Course3
Spring-2017: Bayesian Methods,2634724512,Heppler,Tyler,Data Analytics and Visualization,2.97,Spring-2018,China,Mandarin,Engineering,31,9.0,"New York, NY",Database Administrator - Entry,Course6
Spring-2017: Bayesian Methods,3285388144,Hyde,Jacob,Data Analytics and Visualization,3.36,Spring-2017,USA,English,Computer Science,26,4.5,"New York, NY",Data Scientist I,Course12
Spring-2017: Bayesian Methods,7007065989,Chiarello,Jacqueline,Data Analytics and Visualization,2.58,Spring-2018,China,Wu,Mathematics,33,11.0,"New York, NY",Machine Learning Engineer,Course6
Spring-2017: Complex Systems: Financial Time Series Analysis,1864078434,Hogan,Raymond,Artificial Intelligence,3.5,Spring-2018,China,Cantonese,Computer Science,24,2.5,"New York, NY",Data Scientist I,Course6
Spring-2017: Complex Systems: Financial Time Series Analysis,6796236330,Burns,Mildred,Data Analytics and Visualization,3.81,Fall-2018,USA,English,Computer Science,23,1.5,"New York, NY",Data Scientist I,Course2
Spring-2017: Computational Statistics and Probability,3367596729,Thornton,Corey,Artificial Intelligence,3.73,Fall-2018,India,Hindi,Computer Science,25,3.0,"New York, NY",UX Design Intern,Course3
Spring-2017: Computational Statistics and Probability,4020243550,Hyatt,Livia,Artificial Intelligence,3.84,Fall-2018,India,Hindi,Health Sciences,24,3.5,"New York, NY",Entry Business Systems Analyst,Course1
Spring-2017: Computational Statistics and Probability,5588524536,Garcia,Debra,Artificial Intelligence,3.72,Fall-2017,China,Mandarin,Computer Science,32,11.0,"New York, NY",Entry Business Systems Analyst,Course8
Spring-2017: Computational Statistics and Probability,6699991667,Grant,Kristopher,Artificial Intelligence,3.48,Fall-2018,USA,English,Mathematics,27,6.0,"New York, NY",Entry Business Systems Analyst,Course2
Spring-2017: DAV 5000 Business Modeling and Data Analysis,1168340921,Young,Jesse,Data Analytics and Visualization,2.92,Fall-2017,China,Mandarin,Health Sciences,23,1.5,"New York, NY",Entry Level Python Developer,Course7
Spring-2017: DAV 5000 Business Modeling and Data Analysis,1654916649,Tiry,Tressie,Data Analytics and Visualization,3.27,Fall-2017,China,Cantonese,Engineering,24,2.5,"Woodbridge, NJ",Entry Business Systems Analyst,Course7
Spring-2017: DAV 5000 Business Modeling and Data Analysis,3986578591,Jackson,Linda,Data Analytics and Visualization,3.42,Spring-2017,Pakistan,Sindhi,Engineering,27,6.0,"New York, NY",Entry Business Systems Analyst,Course11
Spring-2017: DAV 5000 Business Modeling and Data Analysis,5784742934,Wheat,Emmanuel,Data Analytics and Visualization,3.4,Fall-2017,China,Cantonese,Computer Science,26,5.0,"New York, NY",UX Design Intern,Course9
Spring-2017: DAV 5000 Business Modeling and Data Analysis,7650358264,Velazquez,Maira,Data Analytics and Visualization,3.84,Fall-2017,USA,English,Computer Science,28,6.0,"Chicago, IL",Big Data Architect,Course9
Spring-2017: DAV 5000 Business Modeling and Data Analysis,8479614053,Pockrus,Clifford,Data Analytics and Visualization,4.0,Spring-2017,China,Mandarin,Other,29,8.0,"New York, NY",Entry Business Systems Analyst,Course11
Spring-2017: DAV 5100 Structured Data Management,1168340921,Young,Jesse,Data Analytics and Visualization,2.92,Fall-2017,China,Mandarin,Health Sciences,23,1.5,"New York, NY",Entry Level Python Developer,Course9
Spring-2017: DAV 5100 Structured Data Management,1422142335,Layland,Karen,Data Analytics and Visualization,3.42,Spring-2017,China,Mandarin,Engineering,25,3.5,"New York, NY",Entry Data Analyst,Course12
Spring-2017: DAV 5100 Structured Data Management,3374693293,Farmer,Timothy,Data Analytics and Visualization,3.15,Spring-2018,Other,P,Other,23,2.5,"New York, NY",Big Data Architect,Course6
Spring-2017: DAV 5100 Structured Data Management,4368660602,Robbins,Brian,Data Analytics and Visualization,3.15,Spring-2018,China,Mandarin,Mathematics,24,2.5,"Woodbridge, NJ",Data Architect I,Course5
Spring-2017: DAV 5100 Structured Data Management,9706615799,Burley,Kenneth,Data Analytics and Visualization,3.55,Spring-2017,China,Mandarin,Engineering,24,2.0,"New York, NY",Big Data Architect,Course11
Spring-2017: DAV 5100 Structured Data Management,9960941997,Milburn,John,Data Analytics and Visualization,3.11,Spring-2018,USA,Spanish,Mathematics,23,1.0,"New York, NY",Machine Learning Engineer,Course5
Spring-2017: DAV 5200 Visual Design and Storytelling,1313020897,Jones,Jose,Data Analytics and Visualization,3.88,Spring-2018,India,Malayalam,Other,23,2.5,"New York, NY",Data Architect I,Course5
Spring-2017: DAV 5200 Visual Design and Storytelling,1647493071,Cousins,Wayne,Data Analytics and Visualization,3.71,Fall-2017,China,Mandarin,Mathematics,23,2.5,"New York, NY",Big Data Architect,Course9
Spring-2017: DAV 5200 Visual Design and Storytelling,2634724512,Heppler,Tyler,Data Analytics and Visualization,2.97,Spring-2018,China,Mandarin,Engineering,31,9.0,"New York, NY",Database Administrator - Entry,Course4
Spring-2017: DAV 5200 Visual Design and Storytelling,3374693293,Farmer,Timothy,Data Analytics and Visualization,3.15,Spring-2018,Other,P,Other,23,2.5,"New York, NY",Big Data Architect,Course4
Spring-2017: DAV 5200 Visual Design and Storytelling,4540549979,Wayne,Lillie,Data Analytics and Visualization,3.54,Fall-2017,China,Mandarin,Engineering,26,4.0,"New York, NY",Entry Data Analyst,Course8
Spring-2017: DAV 5200 Visual Design and Storytelling,5784742934,Wheat,Emmanuel,Data Analytics and Visualization,3.4,Fall-2017,China,Cantonese,Computer Science,26,5.0,"New York, NY",UX Design Intern,Course8
Spring-2017: DAV 5200 Visual Design and Storytelling,7187559044,Pagan,Ashley,Data Analytics and Visualization,4.0,Fall-2018,Pakistan,Punjabi,Mathematics,24,2.0,"New York, NY",Machine Learning Engineer,Course1
Spring-2017: DAV 5200 Visual Design and Storytelling,7650358264,Velazquez,Maira,Data Analytics and Visualization,3.84,Fall-2017,USA,English,Computer Science,28,6.0,"Chicago, IL",Big Data Architect,Course7
Spring-2017: DAV 5200 Visual Design and Storytelling,8265025887,Rolen,David,Data Analytics and Visualization,2.65,Fall-2017,Other,F,Computer Science,25,3.0,"New York, NY",Business Intelligence (BI) Developer,Course7
Spring-2017: DAV 5300 Computational Math and Statistics,1647493071,Cousins,Wayne,Data Analytics and Visualization,3.71,Fall-2017,China,Mandarin,Mathematics,23,2.5,"New York, NY",Big Data Architect,Course7
Spring-2017: DAV 5300 Computational Math and Statistics,4540549979,Wayne,Lillie,Data Analytics and Visualization,3.54,Fall-2017,China,Mandarin,Engineering,26,4.0,"New York, NY",Entry Data Analyst,Course9
Spring-2017: DAV 5300 Computational Math and Statistics,6796236330,Burns,Mildred,Data Analytics and Visualization,3.81,Fall-2018,USA,English,Computer Science,23,1.5,"New York, NY",Data Scientist I,Course3
Spring-2017: DAV 5300 Computational Math and Statistics,7007065989,Chiarello,Jacqueline,Data Analytics and Visualization,2.58,Spring-2018,China,Wu,Mathematics,33,11.0,"New York, NY",Machine Learning Engineer,Course4
Spring-2017: DAV 5300 Computational Math and Statistics,8265025887,Rolen,David,Data Analytics and Visualization,2.65,Fall-2017,Other,F,Computer Science,25,3.0,"New York, NY",Business Intelligence (BI) Developer,Course8
Spring-2017: DAV 5300 Computational Math and Statistics,9706615799,Burley,Kenneth,Data Analytics and Visualization,3.55,Spring-2017,China,Mandarin,Engineering,24,2.0,"New York, NY",Big Data Architect,Course12
Spring-2017: DAV 5400 Analytics Programming,1313020897,Jones,Jose,Data Analytics and Visualization,3.88,Spring-2018,India,Malayalam,Other,23,2.5,"New York, NY",Data Architect I,Course4
Spring-2017: DAV 5400 Analytics Programming,4368660602,Robbins,Brian,Data Analytics and Visualization,3.15,Spring-2018,China,Mandarin,Mathematics,24,2.5,"Woodbridge, NJ",Data Architect I,Course4
Spring-2017: DAV 5400 Analytics Programming,4540549979,Wayne,Lillie,Data Analytics and Visualization,3.54,Fall-2017,China,Mandarin,Engineering,26,4.0,"New York, NY",Entry Data Analyst,Course7
Spring-2017: DAV 5400 Analytics Programming,5784742934,Wheat,Emmanuel,Data Analytics and Visualization,3.4,Fall-2017,China,Cantonese,Computer Science,26,5.0,"New York, NY",UX Design Intern,Course7
Spring-2017: DAV 6000 Talent Analytics,6295538694,Mcgibney,Marilyn,Data Analytics and Visualization,3.58,Spring-2018,China,Mandarin,Health Sciences,24,3.0,"New York, NY",Machine Learning Engineer,Course4
Spring-2017: DAV 6000 Talent Analytics,7007065989,Chiarello,Jacqueline,Data Analytics and Visualization,2.58,Spring-2018,China,Wu,Mathematics,33,11.0,"New York, NY",Machine Learning Engineer,Course5
Spring-2017: DAV 6050 Data-Driven Organizations,3986578591,Jackson,Linda,Data Analytics and Visualization,3.42,Spring-2017,Pakistan,Sindhi,Engineering,27,6.0,"New York, NY",Entry Business Systems Analyst,Course12
Spring-2017: DAV 6050 Data-Driven Organizations,7186511257,Anderson,Johnny,Data Analytics and Visualization,3.39,Fall-2018,India,Gujarati,Computer Science,33,11.5,"New York, NY",Machine Learning Engineer,Course3
Spring-2017: DAV 6100 Information Architectures,1647493071,Cousins,Wayne,Data Analytics and Visualization,3.71,Fall-2017,China,Mandarin,Mathematics,23,2.5,"New York, NY",Big Data Architect,Course8
Spring-2017: DAV 6100 Information Architectures,4991566949,Berry,Susan,Data Analytics and Visualization,3.55,Spring-2017,China,Mandarin,Computer Science,25,3.0,"New York, NY",Business Intelligence (BI) Developer,Course10
Spring-2017: DAV 6100 Information Architectures,7186511257,Anderson,Johnny,Data Analytics and Visualization,3.39,Fall-2018,India,Gujarati,Computer Science,33,11.5,"New York, NY",Machine Learning Engineer,Course1
Spring-2017: DAV 6150 Data Science,4368660602,Robbins,Brian,Data Analytics and Visualization,3.15,Spring-2018,China,Mandarin,Mathematics,24,2.5,"Woodbridge, NJ",Data Architect I,Course6
Spring-2017: DAV 6150 Data Science,6981612896,Douglas,Ok,Artificial Intelligence,3.62,Fall-2018,USA,English,Engineering,23,2.5,"New York, NY",Entry Level Python Developer,Course1
Spring-2017: DAV 6150 Data Science,7593367099,Watson,Sylvia,Artificial Intelligence,3.7,Fall-2017,USA,Spanish,Other,33,11.0,"Woodbridge, NJ",Machine Learning Engineer,Course7
Spring-2017: DAV 6150 Data Science,8479614053,Pockrus,Clifford,Data Analytics and Visualization,4.0,Spring-2017,China,Mandarin,Other,29,8.0,"New York, NY",Entry Business Systems Analyst,Course10
Spring-2017: DAV 6300 Special Topics,1422142335,Layland,Karen,Data Analytics and Visualization,3.42,Spring-2017,China,Mandarin,Engineering,25,3.5,"New York, NY",Entry Data Analyst,Course10
Spring-2017: DAV 6300 Special Topics,6295538694,Mcgibney,Marilyn,Data Analytics and Visualization,3.58,Spring-2018,China,Mandarin,Health Sciences,24,3.0,"New York, NY",Machine Learning Engineer,Course5
Spring-2017: DAV 6400 Internship,1313020897,Jones,Jose,Data Analytics and Visualization,3.88,Spring-2018,India,Malayalam,Other,23,2.5,"New York, NY",Data Architect I,Course6
Spring-2017: DAV 6400 Internship,3986578591,Jackson,Linda,Data Analytics and Visualization,3.42,Spring-2017,Pakistan,Sindhi,Engineering,27,6.0,"New York, NY",Entry Business Systems Analyst,Course10
Spring-2017: DAV 6400 Internship,4784813239,Calahan,Martin,Artificial Intelligence,2.95,Spring-2017,USA,English,Computer Science,27,5.5,"New York, NY",Entry Data Analyst,Course10
Spring-2017: DAV 6400 Internship,6295538694,Mcgibney,Marilyn,Data Analytics and Visualization,3.58,Spring-2018,China,Mandarin,Health Sciences,24,3.0,"New York, NY",Machine Learning Engineer,Course6
Spring-2017: DAV 6400 Internship,6796236330,Burns,Mildred,Data Analytics and Visualization,3.81,Fall-2018,USA,English,Computer Science,23,1.5,"New York, NY",Data Scientist I,Course1
Spring-2017: DAV 6400 Internship,9016952358,Upton,Glenda,Data Analytics and Visualization,3.74,Spring-2018,China,Mandarin,Mathematics,27,6.0,"Chicago, IL",Entry Data Analyst,Course5
Spring-2017: DAV 6450 Independent Study,2634724512,Heppler,Tyler,Data Analytics and Visualization,2.97,Spring-2018,China,Mandarin,Engineering,31,9.0,"New York, NY",Database Administrator - Entry,Course5
Spring-2017: DAV 6450 Independent Study,9960941997,Milburn,John,Data Analytics and Visualization,3.11,Spring-2018,USA,Spanish,Mathematics,23,1.0,"New York, NY",Machine Learning Engineer,Course4
Spring-2017: DAV 6500 Capstone,1168340921,Young,Jesse,Data Analytics and Visualization,2.92,Fall-2017,China,Mandarin,Health Sciences,23,1.5,"New York, NY",Entry Level Python Developer,Course8
Spring-2017: DAV 6500 Capstone,1654916649,Tiry,Tressie,Data Analytics and Visualization,3.27,Fall-2017,China,Cantonese,Engineering,24,2.5,"Woodbridge, NJ",Entry Business Systems Analyst,Course9
Spring-2017: DAV 6500 Capstone,3285388144,Hyde,Jacob,Data Analytics and Visualization,3.36,Spring-2017,USA,English,Computer Science,26,4.5,"New York, NY",Data Scientist I,Course10
Spring-2017: DAV 6500 Capstone,4991566949,Berry,Susan,Data Analytics and Visualization,3.55,Spring-2017,China,Mandarin,Computer Science,25,3.0,"New York, NY",Business Intelligence (BI) Developer,Course12
Spring-2017: DAV 6500 Capstone,9016952358,Upton,Glenda,Data Analytics and Visualization,3.74,Spring-2018,China,Mandarin,Mathematics,27,6.0,"Chicago, IL",Entry Data Analyst,Course6
Spring-2017: DAV 6500 Capstone,9052700276,Fontenot,Richard,Data Analytics and Visualization,3.26,Fall-2018,China,Mandarin,Computer Science,24,3.5,"San Francisco, CA",Database Administrator - Entry,Course1
Spring-2017: DAV 6500 Capstone,9960941997,Milburn,John,Data Analytics and Visualization,3.11,Spring-2018,USA,Spanish,Mathematics,23,1.0,"New York, NY",Machine Learning Engineer,Course6
Spring-2017: Data Acquisition and Management,1864078434,Hogan,Raymond,Artificial Intelligence,3.5,Spring-2018,China,Cantonese,Computer Science,24,2.5,"New York, NY",Data Scientist I,Course4
Spring-2017: Data Acquisition and Management,3078414524,Canela,John,Artificial Intelligence,4.0,Fall-2018,Pakistan,Punjabi,Engineering,23,1.5,"New York, NY",Entry Business Systems Analyst,Course2
